seqid,ref_seqid,edit_distance,similarity,length,exp
FS10000169:121:BRB11606-0719:1:1101:15960:1970,003985,72,0.52,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:14310:1810,002362,74,0.5066666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:1350:1990,006006,73,0.5133333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:5710:2000,007486,72,0.52,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:10080:2040,006006,72,0.52,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:5770:2030,006006,73,0.5133333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:10830:2030,003985,72,0.52,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:9590:2020,006006,86,0.42666666666666664,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:7570:2180,004783,79,0.4733333333333334,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:8930:2140,010313,72,0.52,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:6570:2310,004978,78,0.48,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:14110:2300,010410,72,0.52,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:13670:2360,004912,72,0.52,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:6930:2320,000047,73,0.5133333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:8210:2320,002362,70,0.5333333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:1090:2520,009564,69,0.54,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:12720:2570,005879,75,0.5,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:13590:2620,003985,75,0.5,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:15480:2660,004928,72,0.52,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:11270:2690,011010,78,0.48,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:14710:2760,007609,71,0.5266666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:8270:2870,004475,76,0.4933333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:10050:2820,006006,72,0.52,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:10710:2800,006006,77,0.4866666666666667,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:6040:2940,005193,67,0.5533333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:10750:2900,001566,77,0.4866666666666667,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:1430:2960,000198,71,0.5266666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:13380:2970,007800,55,0.5299145299145299,117,PCR1
FS10000169:121:BRB11606-0719:1:1101:12300:3020,011537,77,0.4866666666666667,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:12640:3080,003770,71,0.5266666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:12270:3070,001753,79,0.4733333333333334,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:9110:3060,003577,70,0.5333333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:16430:3030,003985,71,0.5266666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:5990:3110,001533,75,0.5,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:8920:3180,002406,70,0.5333333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:2170:3180,007731,70,0.5333333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:9210:3190,004593,71,0.5266666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:9030:3250,002362,73,0.5133333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:8350:3280,006006,65,0.5666666666666667,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:9490:3260,005519,51,0.5677966101694916,118,PCR1
FS10000169:121:BRB11606-0719:1:1101:7850:3230,001476,71,0.5266666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:11070:3230,008689,70,0.5333333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:14720:3300,003550,72,0.52,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:9300:3330,008933,55,0.5,110,PCR1
FS10000169:121:BRB11606-0719:1:1101:12190:3460,001575,71,0.5266666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:5240:3520,007486,69,0.54,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:10630:3470,002673,72,0.52,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:4830:3590,006006,70,0.5333333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:7200:3600,006006,73,0.5133333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:15800:3600,002942,68,0.5466666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:12390:3690,003985,76,0.4933333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:12020:3800,003852,76,0.4933333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:7350:3840,006006,70,0.5333333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:10810:3860,009007,74,0.5066666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:15240:3920,007065,60,0.52,125,PCR1
FS10000169:121:BRB11606-0719:1:1101:7380:3930,003985,73,0.5133333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:13870:3970,001189,72,0.52,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:11990:4010,003953,74,0.5066666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:15350:1030,003454,74,0.5066666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1101:12760:4090,002761,68,0.5466666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:3070:1060,005396,73,0.5133333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:14300:1180,002362,70,0.5333333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:9130:1190,000522,72,0.52,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:12440:1290,006006,72,0.52,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:2290:1300,000287,96,0.11111111111111116,12,PCR1
FS10000169:121:BRB11606-0719:1:1102:12590:1380,003220,74,0.5066666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:13640:1390,003680,77,0.4866666666666667,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:2030:1380,003772,72,0.52,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:1370:1370,004285,69,0.54,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:10170:1330,000346,72,0.52,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:15630:1340,006006,69,0.54,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:16460:1560,007609,70,0.5333333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:7830:1500,003518,76,0.4933333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:3510:1660,009816,78,0.48,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:13890:1760,011029,53,0.5092592592592593,108,PCR1
FS10000169:121:BRB11606-0719:1:1102:5900:1590,005627,70,0.5333333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:9150:1780,003985,83,0.44666666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:15190:1910,006006,71,0.5266666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:16470:1910,011922,77,0.4866666666666667,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:2840:1890,002362,76,0.4933333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:9080:1890,001711,74,0.5066666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:1970:1990,006006,71,0.5266666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:3030:1950,006006,74,0.5066666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:11170:2020,008940,71,0.5266666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:15830:1890,007696,78,0.48,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:6160:2090,004593,74,0.5066666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:8230:2040,003985,77,0.4866666666666667,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:15520:2110,006936,78,0.48,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:14330:2250,005294,54,0.546218487394958,119,PCR1
FS10000169:121:BRB11606-0719:1:1102:16450:2330,001533,70,0.5333333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:7910:2340,006006,74,0.5066666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:15870:2300,007309,74,0.5066666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:10750:2310,002362,76,0.4933333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:10760:2420,006441,71,0.5266666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:14230:2350,006387,69,0.54,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:12350:2440,006006,74,0.5066666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:11990:2470,006006,74,0.5066666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:7300:2460,002156,70,0.5333333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:2990:2550,003597,74,0.5066666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:2610:2530,008689,75,0.5,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:15240:2690,009343,77,0.4866666666666667,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:1810:2640,006477,70,0.5333333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:7560:2760,006006,70,0.5333333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:2370:2840,001434,90,0.4,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:15510:2790,003985,74,0.5066666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:4420:2800,004450,70,0.5333333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:11550:2780,006006,73,0.5133333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:8810:2980,002943,73,0.5133333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:2830:3010,006006,76,0.4933333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:12110:3010,006936,72,0.52,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:12220:3160,004925,71,0.5266666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:11730:3080,000360,55,0.56,125,PCR1
FS10000169:121:BRB11606-0719:1:1102:10390:3210,002362,79,0.4733333333333334,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:6690:3290,002507,72,0.52,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:2370:3260,006006,73,0.5133333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:5080:3260,006006,74,0.5066666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:6960:3260,003985,72,0.52,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:4200:3230,011471,70,0.5333333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:8360:3190,004907,78,0.48,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:3050:3340,003817,77,0.4866666666666667,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:15310:3420,006006,68,0.5466666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:13030:3470,011337,74,0.5066666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:8750:3560,003985,74,0.5066666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:14150:3490,008100,70,0.5333333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:12920:3680,006006,73,0.5133333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:6010:3700,001473,71,0.5266666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:4990:3720,008287,74,0.5066666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:10360:3740,000267,72,0.52,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:8730:3940,002362,72,0.52,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:5510:3880,003968,76,0.4933333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:13320:3880,006006,81,0.45999999999999996,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:12220:3860,001711,70,0.5333333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:2670:1000,008399,72,0.52,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:5640:4080,009855,76,0.4933333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1102:3130:4020,002571,71,0.5266666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:9310:1120,003454,76,0.4933333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:9110:1100,006006,76,0.4933333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:11220:1210,003476,72,0.52,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:13450:1180,006006,98,0.3466666666666667,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:11240:1190,009529,72,0.52,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:12190:1160,006006,78,0.48,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:8560:1310,001533,71,0.5266666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:14190:1220,002245,70,0.5333333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:14550:1390,003985,70,0.5333333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:6440:1550,003454,53,0.5508474576271186,118,PCR1
FS10000169:121:BRB11606-0719:1:1103:11740:1510,000805,56,0.5254237288135593,118,PCR1
FS10000169:121:BRB11606-0719:1:1103:11130:1520,002362,74,0.5066666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:9060:1470,004285,71,0.5266666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:12720:1600,006006,76,0.4933333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:1750:1590,000499,74,0.5066666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:4820:1590,006296,53,0.5508474576271186,118,PCR1
FS10000169:121:BRB11606-0719:1:1103:13600:1620,002363,71,0.5266666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:11210:1530,002220,74,0.5066666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:6410:1620,002237,55,0.5378151260504201,119,PCR1
FS10000169:121:BRB11606-0719:1:1103:2800:1560,009963,72,0.52,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:12630:1700,002362,73,0.5133333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:12250:1710,007515,75,0.5,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:2100:1690,003985,70,0.5333333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:4810:1860,002392,70,0.5333333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:9510:1900,002362,73,0.5133333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:11690:1870,002685,77,0.4866666666666667,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:5680:1880,003985,72,0.52,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:9050:2020,001574,68,0.5466666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:9930:2020,003985,69,0.54,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:16100:1990,004600,72,0.52,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:8490:1940,004593,72,0.52,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:4830:2040,002509,54,0.5423728813559322,118,PCR1
FS10000169:121:BRB11606-0719:1:1103:9100:2130,003852,67,0.5533333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:2600:2150,006800,72,0.52,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:7200:2280,008694,72,0.52,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:6350:2240,006006,71,0.5266666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:2390:2380,003360,78,0.48,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:6930:2340,008940,98,0.09259259259259256,10,PCR1
FS10000169:121:BRB11606-0719:1:1103:7780:2470,003985,76,0.4933333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:8680:2410,004799,69,0.54,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:5440:2550,005304,73,0.5133333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:7860:2550,001533,58,0.5126050420168067,119,PCR1
FS10000169:121:BRB11606-0719:1:1103:5880:2530,002156,76,0.4933333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:11510:2530,009809,78,0.48,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:5270:2600,002362,75,0.5,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:12940:2610,006587,71,0.5266666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:10440:2720,010575,74,0.5066666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:10590:2790,001992,75,0.5,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:1180:2680,011322,69,0.54,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:10930:2680,000599,72,0.52,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:9330:2740,000435,75,0.5,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:8470:2840,002362,70,0.5333333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:3110:2820,004878,68,0.5466666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:12750:2920,006006,69,0.54,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:4170:2980,008689,76,0.4933333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:7590:2880,003680,73,0.5133333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:5010:3150,002509,67,0.5533333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:10280:3150,005898,76,0.4933333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:5070:3210,011208,70,0.5333333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:14180:3170,001160,93,0.38,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:6140:3270,005898,56,0.5254237288135593,118,PCR1
FS10000169:121:BRB11606-0719:1:1103:13650:3300,002362,74,0.5066666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:10390:3300,000747,69,0.54,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:12520:3220,008689,72,0.52,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:10200:3390,006662,76,0.4933333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:8230:3400,006006,76,0.4933333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:12710:3360,002712,72,0.52,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:8710:3370,005898,74,0.5066666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:3300:3360,008683,74,0.5066666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:14860:3440,007347,71,0.5266666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:9230:3420,003985,75,0.5,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:6890:3560,006006,73,0.5133333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:14350:3530,001533,70,0.5333333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:12360:3570,006006,73,0.5133333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:9180:3580,011322,74,0.5066666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:15480:3580,004747,71,0.5266666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:13890:3610,005410,76,0.4933333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:11290:3670,002362,74,0.5066666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:11050:3740,003985,71,0.5266666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:9250:3780,003985,75,0.5,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:7590:3850,006006,77,0.4866666666666667,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:12770:3950,004441,98,0.09259259259259256,10,PCR1
FS10000169:121:BRB11606-0719:1:1103:3760:3870,006006,73,0.5133333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:6750:3990,010770,73,0.5133333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:7630:3940,006006,73,0.5133333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:6070:4010,007609,71,0.5266666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:15270:4060,004972,74,0.5066666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1104:11930:1020,000813,74,0.5066666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1104:12490:1020,003985,80,0.4666666666666667,150,PCR1
FS10000169:121:BRB11606-0719:1:1104:2000:1040,001713,73,0.5133333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1103:11060:4090,001998,68,0.5466666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1104:3090:1090,006006,79,0.4733333333333334,150,PCR1
FS10000169:121:BRB11606-0719:1:1104:7530:1090,009189,69,0.54,150,PCR1
FS10000169:121:BRB11606-0719:1:1104:4590:1110,001566,59,0.49572649572649574,117,PCR1
FS10000169:121:BRB11606-0719:1:1104:5990:1040,000177,74,0.5066666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1104:9930:1230,006006,75,0.5,150,PCR1
FS10000169:121:BRB11606-0719:1:1104:5410:1370,007609,74,0.5066666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1104:1630:1470,005898,72,0.52,150,PCR1
FS10000169:121:BRB11606-0719:1:1104:5730:1560,007216,77,0.4866666666666667,150,PCR1
FS10000169:121:BRB11606-0719:1:1104:11390:1630,006006,74,0.5066666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1104:10250:1770,010406,72,0.52,150,PCR1
FS10000169:121:BRB11606-0719:1:1104:12500:1770,003985,73,0.5133333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1104:3350:1730,001955,71,0.5266666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1104:4970:1750,002761,74,0.5066666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1104:7770:1780,006006,78,0.48,150,PCR1
FS10000169:121:BRB11606-0719:1:1104:16170:1810,004972,74,0.5066666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1104:8880:1830,001533,71,0.5266666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1104:1850:1880,006006,75,0.5,150,PCR1
FS10000169:121:BRB11606-0719:1:1104:7890:1980,006245,72,0.52,150,PCR1
FS10000169:121:BRB11606-0719:1:1104:2550:2080,002794,73,0.5133333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1104:11250:2060,002072,75,0.5,150,PCR1
FS10000169:121:BRB11606-0719:1:1104:15750:2110,001340,74,0.5066666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1104:8690:2150,010349,80,0.4666666666666667,150,PCR1
FS10000169:121:BRB11606-0719:1:1104:9010:2140,006006,76,0.4933333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1104:13770:2120,004918,79,0.4733333333333334,150,PCR1
FS10000169:121:BRB11606-0719:1:1104:6410:2090,003383,79,0.4733333333333334,150,PCR1
FS10000169:121:BRB11606-0719:1:1104:8650:2190,002362,75,0.5,150,PCR1
FS10000169:121:BRB11606-0719:1:1104:13600:2240,008439,72,0.52,150,PCR1
FS10000169:121:BRB11606-0719:1:1104:8180:2260,000496,73,0.5133333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1104:1770:2270,006006,79,0.4733333333333334,150,PCR1
FS10000169:121:BRB11606-0719:1:1104:15820:2330,004017,75,0.5,150,PCR1
FS10000169:121:BRB11606-0719:1:1104:8740:2430,001680,98,0.09259259259259256,10,PCR1
FS10000169:121:BRB11606-0719:1:1104:6970:2530,002761,70,0.5333333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1104:11320:2590,003985,76,0.4933333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1104:12420:2610,006006,77,0.4866666666666667,150,PCR1
FS10000169:121:BRB11606-0719:1:1104:11620:2680,001711,74,0.5066666666666666,150,PCR1
FS10000169:121:BRB11606-0719:1:1104:1110:2780,006764,73,0.5133333333333333,150,PCR1
FS10000169:121:BRB11606-0719:1:1104:11730:2720,002362,85,0.43333333333333335,150,PCR1
FS10000169:121:BRB11606-0719:1:1104:15470:2820,002466,49,0.5462962962962963,108,PCR1
FS10000169:121:BRB11606-0719:1:1104:13070:2880,004593,70,0.5333333333333333,150,PCR1
